replicate,policy,q_spec,behavior,method,estimate,se,lower,upper,truth
2,failure_escalation,correct,known,dr,0.5255829313432092,0.05662012256768658,0.4146074911105435,0.6365583715758749,0.4503863335791294
2,soft_escalation,correct,known,ipw,0.5445053209452674,0.05521502327355169,0.43628387532910606,0.6527267665614287,0.4471300554415774
2,soft_escalation,correct,known,gcomp,0.5128766829887546,,,,0.4471300554415774
2,soft_escalation,correct,known,dr,0.522572543865939,0.04295221961095251,0.43838619342847207,0.6067588943034059,0.4471300554415774
3,always_small,correct,known,ipw,0.32266965823753346,0.11695671054534977,0.09343450556864791,0.5519048109064191,0.31590053706061727
3,always_small,correct,known,gcomp,0.28650712061630645,,,,0.31590053706061727
3,always_small,correct,known,dr,0.29520686988643297,0.09224708368765558,0.11440258585862803,0.4760111539142379,0.31590053706061727
3,failure_escalation,correct,known,ipw,0.5526841771452502,0.08302460799276402,0.3899559454794327,0.7154124088110677,0.4503863335791294
3,failure_escalation,correct,known,gcomp,0.5410752382154549,,,,0.4503863335791294
3,failure_escalation,correct,known,dr,0.5322395782466957,0.05465280209195161,0.4251200861464705,0.6393590703469209,0.4503863335791294
3,soft_escalation,correct,known,ipw,0.5379112215595578,0.05805458762514095,0.42412422981428155,0.6516982133048341,0.4471300554415774
3,soft_escalation,correct,known,gcomp,0.5262086541261374,,,,0.4471300554415774
3,soft_escalation,correct,known,dr,0.5177980188816708,0.041821853754891135,0.43582718552208416,0.5997688522412574,0.4471300554415774
4,always_small,correct,known,ipw,0.3161923720073152,0.1184888468649019,0.08395423215210748,0.5484305118625229,0.31590053706061727
4,always_small,correct,known,gcomp,0.24033611900661067,,,,0.31590053706061727
4,always_small,correct,known,dr,0.33206654714991984,0.10244515728287366,0.13127403887548747,0.5328590554243522,0.31590053706061727
4,failure_escalation,correct,known,ipw,0.36974159556785396,0.07023696360668899,0.23207714689874354,0.5074060442369643,0.4503863335791294
4,failure_escalation,correct,known,gcomp,0.3887062108033337,,,,0.4503863335791294
4,failure_escalation,correct,known,dr,0.3409588045038873,0.05615720456992054,0.23089068354684306,0.4510269254609316,0.4503863335791294
4,soft_escalation,correct,known,ipw,0.36020032824791787,0.05036296541322194,0.26148891603800284,0.4589117404578329,0.4471300554415774
4,soft_escalation,correct,known,gcomp,0.38051264999617745,,,,0.4471300554415774
4,soft_escalation,correct,known,dr,0.34580286806070193,0.042599137991371876,0.26230855759761307,0.4292971785237908,0.4471300554415774
5,always_small,correct,known,ipw,0.391055450585646,0.1457188220429241,0.10544655938151476,0.6766643417897773,0.31590053706061727
5,always_small,correct,known,gcomp,0.29800257857388557,,,,0.31590053706061727
5,always_small,correct,known,dr,0.2921071570465143,0.14725283247134077,0.003491605402686393,0.5807227086903421,0.31590053706061727
5,failure_escalation,correct,known,ipw,0.46274222939493803,0.07314910873255723,0.3193699762791259,0.6061144825107502,0.4503863335791294
5,failure_escalation,correct,known,gcomp,0.4810447482965721,,,,0.4503863335791294
5,failure_escalation,correct,known,dr,0.4381606602067435,0.05629704067486831,0.3278184604840016,0.5485028599294853,0.4503863335791294
5,soft_escalation,correct,known,ipw,0.4463083349867,0.051722051404756504,0.34493311423337725,0.5476835557400227,0.4471300554415774
5,soft_escalation,correct,known,gcomp,0.47180717118974613,,,,0.4471300554415774
5,soft_escalation,correct,known,dr,0.44125675377636264,0.04264784787869114,0.357666971934128,0.5248465356185973,0.4471300554415774
6,always_small,correct,known,ipw,0.2114538585222355,0.06431874040133409,0.08538912733562068,0.3375185897088503,0.31590053706061727
6,always_small,correct,known,gcomp,0.3036153331695105,,,,0.31590053706061727
6,always_small,correct,known,dr,0.2997727576717782,0.058979305868237256,0.18417331817003318,0.4153721971735232,0.31590053706061727
6,failure_escalation,correct,known,ipw,0.4474480890033269,0.07828272641701296,0.29401394522598145,0.6008822327806723,0.4503863335791294
6,failure_escalation,correct,known,gcomp,0.41311407689043383,,,,0.4503863335791294
6,failure_escalation,correct,known,dr,0.45570558938680383,0.06102897893964871,0.33608879066509234,0.5753223881085153,0.4503863335791294
6,soft_escalation,correct,known,ipw,0.442589985785731,0.05571769019518572,0.333383313003167,0.551796658568295,0.4471300554415774
6,soft_escalation,correct,known,gcomp,0.4129751316113935,,,,0.4471300554415774
6,soft_escalation,correct,known,dr,0.4398785179899504,0.046494197696325706,0.34874989050515204,0.5310071454747488,0.4471300554415774
7,always_small,correct,known,ipw,0.34914491649709894,0.08453597432230109,0.18345440682538883,0.5148354261688091,0.31590053706061727
7,always_small,correct,known,gcomp,0.3150265167917922,,,,0.31590053706061727
7,always_small,correct,known,dr,0.2798505044636601,0.07175199343088261,0.1392165973391302,0.42048441158819005,0.31590053706061727
7,failure_escalation,correct,known,ipw,0.3907684409320375,0.06850715495935102,0.2564944172117095,0.5250424646523655,0.4503863335791294
7,failure_escalation,correct,known,gcomp,0.47028826522820033,,,,0.4503863335791294
7,failure_escalation,correct,known,dr,0.39965020730719947,0.05587034112796921,0.2901443386963798,0.5091560759180191,0.4503863335791294
7,soft_escalation,correct,known,ipw,0.4111774787874289,0.04881403468698236,0.31550197080094344,0.5068529867739143,0.4471300554415774
7,soft_escalation,correct,known,gcomp,0.4563161295239103,,,,0.4471300554415774
7,soft_escalation,correct,known,dr,0.40675409870159596,0.04273807467987294,0.322987472329045,0.4905207250741469,0.4471300554415774
8,always_small,correct,known,ipw,0.1360660840639091,0.04688321556987503,0.044174981546954054,0.22795718658086417,0.31590053706061727
8,always_small,correct,known,gcomp,0.28724814872310106,,,,0.31590053706061727
8,always_small,correct,known,dr,0.25415113499861325,0.045201063420006474,0.16555705069540055,0.34274521930182594,0.31590053706061727
8,failure_escalation,correct,known,ipw,0.37623909207767103,0.07282529484135455,0.23350151418861612,0.518976669966726,0.4503863335791294
8,failure_escalation,correct,known,gcomp,0.4477328854207809,,,,0.4503863335791294
8,failure_escalation,correct,known,dr,0.4264958260137912,0.05659050433820424,0.3155784375109109,0.5374132145166716,0.4503863335791294
8,soft_escalation,correct,known,ipw,0.4070087181977622,0.05193943597839319,0.30520742368011156,0.5088100127154128,0.4471300554415774
8,soft_escalation,correct,known,gcomp,0.44240298747226336,,,,0.4471300554415774
8,soft_escalation,correct,known,dr,0.4297668258506665,0.04348783335809426,0.34453067246880176,0.5150029792325312,0.4471300554415774
9,always_small,correct,known,ipw,0.30799269639758425,0.1011981760861225,0.10964427126878415,0.5063411215263843,0.31590053706061727
9,always_small,correct,known,gcomp,0.2743838459350255,,,,0.31590053706061727
9,always_small,correct,known,dr,0.2815892648839688,0.08344017074486107,0.1180465302240411,0.4451319995438965,0.31590053706061727
9,failure_escalation,correct,known,ipw,0.3273337160728047,0.06832746949944542,0.1934118758538917,0.4612555562917177,0.4503863335791294
9,failure_escalation,correct,known,gcomp,0.391415857324696,,,,0.4503863335791294
9,failure_escalation,correct,known,dr,0.3256482798689019,0.05855351732675964,0.21088338590845299,0.44041317382935075,0.4503863335791294
9,soft_escalation,correct,known,ipw,0.35938838845704263,0.04900510273010228,0.2633383871060422,0.4554383898080431,0.4471300554415774
9,soft_escalation,correct,known,gcomp,0.3919161607812222,,,,0.4471300554415774
9,soft_escalation,correct,known,dr,0.3541640719221947,0.044752033167535704,0.2664500869138247,0.44187805693056464,0.4471300554415774
10,always_small,correct,known,ipw,0.2205456099675685,0.061313832820910824,0.10037049763858329,0.3407207222965537,0.31590053706061727
10,always_small,correct,known,gcomp,0.2458791152399557,,,,0.31590053706061727
10,always_small,correct,known,dr,0.12044412045476607,0.06621139050421973,-0.009330204933504588,0.25021844584303676,0.31590053706061727
10,failure_escalation,correct,known,ipw,0.5268031298099476,0.07846169842705879,0.3730182008929124,0.6805880587269828,0.4503863335791294
10,failure_escalation,correct,known,gcomp,0.5122927133149605,,,,0.4503863335791294
10,failure_escalation,correct,known,dr,0.5145411074174596,0.05594770405842481,0.404883607462947,0.6241986073719723,0.4503863335791294
10,soft_escalation,correct,known,ipw,0.5001742012865319,0.05523015674097654,0.3919230940742179,0.6084253084988459,0.4471300554415774
10,soft_escalation,correct,known,gcomp,0.499815008538301,,,,0.4471300554415774
10,soft_escalation,correct,known,dr,0.5013755285210714,0.04292404145023612,0.41724440727860856,0.5855066497635342,0.4471300554415774
11,always_small,correct,known,ipw,0.14356113161541126,0.05082305162369803,0.04394795043296312,0.2431743127978594,0.31590053706061727
11,always_small,correct,known,gcomp,0.2709549289510823,,,,0.31590053706061727
11,always_small,correct,known,dr,0.2410315858866739,0.04349739818551948,0.15577668544305573,0.32628648633029206,0.31590053706061727
11,failure_escalation,correct,known,ipw,0.4656741954996252,0.07613145765157803,0.31645653850253225,0.6148918524967182,0.4503863335791294
11,failure_escalation,correct,known,gcomp,0.42756738174827846,,,,0.4503863335791294
11,failure_escalation,correct,known,dr,0.46030103365163144,0.055121765755527394,0.35226237277079775,0.5683396945324651,0.4503863335791294
11,soft_escalation,correct,known,ipw,0.4402457296180091,0.05413151031522636,0.33414796940016545,0.5463434898358528,0.4471300554415774
11,soft_escalation,correct,known,gcomp,0.42092850756098066,,,,0.4471300554415774
11,soft_escalation,correct,known,dr,0.4406275363579991,0.04226303114765886,0.35779199530858774,0.5234630774074105,0.4471300554415774
12,always_small,correct,known,ipw,0.1481227026427161,0.056841976761840836,0.03671242818950807,0.25953297709592416,0.31590053706061727
12,always_small,correct,known,gcomp,0.3120680358853935,,,,0.31590053706061727
12,always_small,correct,known,dr,0.2052581510555318,0.05448119897046339,0.09847500107342355,0.31204130103764005,0.31590053706061727
12,failure_escalation,correct,known,ipw,0.48333480765760634,0.07921147125341761,0.3280803240009078,0.6385892913143049,0.4503863335791294
12,failure_escalation,correct,known,gcomp,0.4038014610265603,,,,0.4503863335791294
12,failure_escalation,correct,known,dr,0.4456959713962933,0.06096682447123976,0.32620099543266334,0.5651909473599233,0.4503863335791294
12,soft_escalation,correct,known,ipw,0.44609504788246607,0.0563005439641659,0.33574598171270087,0.5564441140522313,0.4471300554415774
12,soft_escalation,correct,known,gcomp,0.40550731528364475,,,,0.4471300554415774
12,soft_escalation,correct,known,dr,0.4275991059032114,0.046252186451458135,0.33694482045835344,0.5182533913480694,0.4471300554415774
13,always_small,correct,known,ipw,0.22880624170390973,0.060541993098484945,0.11014393523087924,0.34746854817694023,0.31590053706061727
13,always_small,correct,known,gcomp,0.3006672889759916,,,,0.31590053706061727
13,always_small,correct,known,dr,0.27323284348138416,0.059529168336378904,0.1565556735420815,0.3899100134206868,0.31590053706061727
13,failure_escalation,correct,known,ipw,0.5396676046394846,0.08051583796366514,0.3818565622307009,0.6974786470482683,0.4503863335791294
13,failure_escalation,correct,known,gcomp,0.5268774035492595,,,,0.4503863335791294
13,failure_escalation,correct,known,dr,0.5473048296858165,0.05740456361775363,0.4347918849950194,0.6598177743766136,0.4503863335791294
13,soft_escalation,correct,known,ipw,0.52978593253338,0.056332673257990254,0.4193738929477191,0.640197972119041,0.4471300554415774
13,soft_escalation,correct,known,gcomp,0.51380509194396,,,,0.4471300554415774
13,soft_escalation,correct,known,dr,0.520565676335282,0.043917697321066054,0.43448698958599247,0.6066443630845714,0.4471300554415774
14,always_small,correct,known,ipw,0.2567974200798156,0.07105591770593146,0.11752782137618994,0.39606701878344125,0.31590053706061727
14,always_small,correct,known,gcomp,0.3353753040467645,,,,0.31590053706061727
14,always_small,correct,known,dr,0.2805235310080003,0.06782077885286773,0.14759480445637957,0.41345225755962106,0.31590053706061727
14,failure_escalation,correct,known,ipw,0.37641910915035626,0.06774777654868794,0.2436334671149279,0.5092047511857847,0.4503863335791294
14,failure_escalation,correct,known,gcomp,0.4007089658546193,,,,0.4503863335791294
14,failure_escalation,correct,known,dr,0.3956554344612316,0.0525360436919934,0.29268478882492455,0.4986260800975386,0.4503863335791294
14,soft_escalation,correct,known,ipw,0.3965741217938735,0.04807198012008733,0.30235304075850233,0.4907952028292447,0.4471300554415774
14,soft_escalation,correct,known,gcomp,0.4044384994071334,,,,0.4471300554415774
14,soft_escalation,correct,known,dr,0.4046087149204782,0.04065215167635219,0.3249304976348279,0.48428693220612845,0.4471300554415774
15,always_small,correct,known,ipw,0.347180390077274,0.10449349128822007,0.1423731471523627,0.5519876330021853,0.31590053706061727
15,always_small,correct,known,gcomp,0.24193571077231948,,,,0.31590053706061727
15,always_small,correct,known,dr,0.32904413218467216,0.08966109973291989,0.15330837670814917,0.5047798876611951,0.31590053706061727
15,failure_escalation,correct,known,ipw,0.5011941142344506,0.08242547271043607,0.3396401877219959,0.6627480407469053,0.4503863335791294
15,failure_escalation,correct,known,gcomp,0.49197669506429564,,,,0.4503863335791294
15,failure_escalation,correct,known,dr,0.5127605310974563,0.057830814573688834,0.3994121345330262,0.6261089276618864,0.4503863335791294
15,soft_escalation,correct,known,ipw,0.48627721858135053,0.05808833571021796,0.3724240805893233,0.6001303565733778,0.4471300554415774
15,soft_escalation,correct,known,gcomp,0.4823107704959426,,,,0.4471300554415774
15,soft_escalation,correct,known,dr,0.492680040895215,0.043848156471214844,0.4067376542116339,0.5786224275787961,0.4471300554415774
16,always_small,correct,known,ipw,0.15993807602354684,0.04671225551521851,0.06838205521371857,0.2514940968333751,0.31590053706061727
16,always_small,correct,known,gcomp,0.26060843670202294,,,,0.31590053706061727
16,always_small,correct,known,dr,0.15021506277878222,0.05107898818082758,0.05010024594436016,0.2503298796132043,0.31590053706061727
16,failure_escalation,correct,known,ipw,0.37993802760323303,0.0686109435908414,0.2454605781651839,0.5144154770412821,0.4503863335791294
16,failure_escalation,correct,known,gcomp,0.430103983215441,,,,0.4503863335791294
16,failure_escalation,correct,known,dr,0.4263810393052262,0.051805503876825365,0.3248422517066485,0.5279198269038039,0.4503863335791294
16,soft_escalation,correct,known,ipw,0.38953538824114753,0.04884531092699489,0.29379857882423754,0.4852721976580575,0.4471300554415774
16,soft_escalation,correct,known,gcomp,0.42952502901345085,,,,0.4471300554415774
16,soft_escalation,correct,known,dr,0.4206930552407997,0.04005219634019712,0.34219075041401337,0.499195360067586,0.4471300554415774
17,always_small,correct,known,ipw,0.5556439582305197,0.261607231088293,0.04289378529746546,1.0683941311635738,0.31590053706061727
17,always_small,correct,known,gcomp,0.41682566306167995,,,,0.31590053706061727
17,always_small,correct,known,dr,0.6042868440261892,0.17950925051014416,0.2524487130263066,0.9561249750260716,0.31590053706061727
17,failure_escalation,correct,known,ipw,0.46907210158220947,0.08007589514145247,0.3121233471049626,0.6260208560594563,0.4503863335791294
17,failure_escalation,correct,known,gcomp,0.4649298629541358,,,,0.4503863335791294
17,failure_escalation,correct,known,dr,0.47533860124196864,0.06171641852166733,0.35437442093950067,0.5963027815444366,0.4503863335791294
17,soft_escalation,correct,known,ipw,0.4608541932558198,0.05670118240759477,0.349719875736934,0.5719885107747056,0.4471300554415774
17,soft_escalation,correct,known,gcomp,0.46466619630555284,,,,0.4471300554415774
17,soft_escalation,correct,known,dr,0.4674085457594267,0.04704183611162541,0.37520654698064093,0.5596105445382125,0.4471300554415774
18,always_small,correct,known,ipw,0.5012038201088732,0.24591538011713043,0.01920967507929755,0.9831979651384488,0.31590053706061727
18,always_small,correct,known,gcomp,0.3259931150093921,,,,0.31590053706061727
18,always_small,correct,known,dr,0.5215641021380021,0.2115840644989178,0.10685933572012318,0.936268868555881,0.31590053706061727
18,failure_escalation,correct,known,ipw,0.40048036807641485,0.07101189075268988,0.2612970622011427,0.539663673951687,0.4503863335791294
18,failure_escalation,correct,known,gcomp,0.42730529953249047,,,,0.4503863335791294
18,failure_escalation,correct,known,dr,0.36404035947406505,0.06125521400444671,0.2439801400253495,0.4841005789227806,0.4503863335791294
18,soft_escalation,correct,known,ipw,0.4075741504128977,0.05062858996233189,0.3083421140867272,0.5068061867390682,0.4471300554415774
18,soft_escalation,correct,known,gcomp,0.4276725876442253,,,,0.4471300554415774
18,soft_escalation,correct,known,dr,0.3879982186952683,0.046304576242976535,0.2972412492590343,0.4787551881315023,0.4471300554415774
19,always_small,correct,known,ipw,0.3398950680144045,0.07307358516727087,0.19667084108655358,0.4831192949422554,0.31590053706061727
19,always_small,correct,known,gcomp,0.36729403871667443,,,,0.31590053706061727
19,always_small,correct,known,dr,0.241603918909872,0.07890923722030702,0.08694181395807027,0.39626602386167376,0.31590053706061727
19,failure_escalation,correct,known,ipw,0.4894903505908023,0.07580392005801015,0.3409146672771024,0.6380660339045022,0.4503863335791294
19,failure_escalation,correct,known,gcomp,0.5267569211891115,,,,0.4503863335791294
19,failure_escalation,correct,known,dr,0.531076021459397,0.05221823972176362,0.42872827160474036,0.6334237713140537,0.4503863335791294
19,soft_escalation,correct,known,ipw,0.4864422214528433,0.0531016615892746,0.38236296473786513,0.5905214781678215,0.4471300554415774
19,soft_escalation,correct,known,gcomp,0.5176057911000721,,,,0.4471300554415774
19,soft_escalation,correct,known,dr,0.5217345501264635,0.03961151817054398,0.44409597451219734,0.5993731257407298,0.4471300554415774
20,always_small,correct,known,ipw,0.2311014339057013,0.06136066299539108,0.11083453443473477,0.3513683333766678,0.31590053706061727
20,always_small,correct,known,gcomp,0.34642750943329526,,,,0.31590053706061727
20,always_small,correct,known,dr,0.18571295219031445,0.0784699854692764,0.03191178067053271,0.33951412371009615,0.31590053706061727
20,failure_escalation,correct,known,ipw,0.41989178244662106,0.07150869795194227,0.2797347344608142,0.5600488304324279,0.4503863335791294
20,failure_escalation,correct,known,gcomp,0.43630004334718653,,,,0.4503863335791294
20,failure_escalation,correct,known,dr,0.40655248799493654,0.05854592724138322,0.2918024706018254,0.5213025053880477,0.4503863335791294
20,soft_escalation,correct,known,ipw,0.42603393063667316,0.05077191789891134,0.32652097155480697,0.5255468897185394,0.4471300554415774
20,soft_escalation,correct,known,gcomp,0.4330454119108983,,,,0.4471300554415774
20,soft_escalation,correct,known,dr,0.41026917357374765,0.044626892075167526,0.3228004651064193,0.497737882041076,0.4471300554415774
21,always_small,correct,known,ipw,0.23921774657749564,0.05871933303192094,0.12412785383493061,0.3543076393200607,0.31590053706061727
21,always_small,correct,known,gcomp,0.28420155293255234,,,,0.31590053706061727
21,always_small,correct,known,dr,0.1808721267769667,0.06580738188615738,0.051889658280098255,0.3098545952738352,0.31590053706061727
21,failure_escalation,correct,known,ipw,0.48273706192947136,0.07356482139267731,0.3385500119998238,0.6269241118591189,0.4503863335791294
21,failure_escalation,correct,known,gcomp,0.5180881086838046,,,,0.4503863335791294
21,failure_escalation,correct,known,dr,0.5082023074388619,0.050535586727419174,0.4091525574531203,0.6072520574246034,0.4503863335791294
21,soft_escalation,correct,known,ipw,0.48807307592560406,0.05140036194949405,0.38732836650459573,0.5888177853466124,0.4471300554415774
21,soft_escalation,correct,known,gcomp,0.5070874589981821,,,,0.4471300554415774
21,soft_escalation,correct,known,dr,0.49635644199607487,0.03933852432168017,0.41925293432558175,0.573459949666568,0.4471300554415774
22,always_small,correct,known,ipw,0.32116218667961277,0.10132929313642576,0.12255677213221827,0.5197676012270073,0.31590053706061727
22,always_small,correct,known,gcomp,0.3828608939474038,,,,0.31590053706061727
22,always_small,correct,known,dr,0.36489238669645946,0.084267493619145,0.19972809920293527,0.5300566741899837,0.31590053706061727
22,failure_escalation,correct,known,ipw,0.4660586356378726,0.0798559821743356,0.30954091057617483,0.6225763606995703,0.4503863335791294
22,failure_escalation,correct,known,gcomp,0.45646446689676384,,,,0.4503863335791294
22,failure_escalation,correct,known,dr,0.5039721514824268,0.05467808930714058,0.39680309644043127,0.6111412065244224,0.4503863335791294
22,soft_escalation,correct,known,ipw,0.46097481424114084,0.05640597895852697,0.350419095482428,0.5715305329998537,0.4471300554415774
22,soft_escalation,correct,known,gcomp,0.4535514729270421,,,,0.4471300554415774
22,soft_escalation,correct,known,dr,0.4801193852570251,0.04273700654584153,0.39635485242717566,0.5638839180868744,0.4471300554415774
23,always_small,correct,known,ipw,0.32006852716737183,0.0832954261828249,0.15680949184903503,0.48332756248570863,0.31590053706061727
23,always_small,correct,known,gcomp,0.3236178726711778,,,,0.31590053706061727
23,always_small,correct,known,dr,0.28382793134120715,0.09908640365433545,0.08961858017870966,0.47803728250370464,0.31590053706061727
23,failure_escalation,correct,known,ipw,0.6993542487866302,0.08829165389902004,0.5263026071445509,0.8724058904287095,0.4503863335791294
23,failure_escalation,correct,known,gcomp,0.4916350969142307,,,,0.4503863335791294
23,failure_escalation,correct,known,dr,0.5830975757817023,0.06145312583805405,0.4626494491391164,0.7035457024242883,0.4503863335791294
23,soft_escalation,correct,known,ipw,0.5984378005520137,0.06222105221889626,0.476484538202977,0.7203910629010504,0.4471300554415774
23,soft_escalation,correct,known,gcomp,0.48409132434395147,,,,0.4471300554415774
23,soft_escalation,correct,known,dr,0.5287009560350072,0.04635957703457642,0.4378361850472374,0.619565727022777,0.4471300554415774
24,always_small,correct,known,ipw,0.23226611974225814,0.07042516848125077,0.09423278951900663,0.3702994499655097,0.31590053706061727
24,always_small,correct,known,gcomp,0.3464233272441025,,,,0.31590053706061727
24,always_small,correct,known,dr,0.19014888644588188,0.08251981010368428,0.02841005864266069,0.35188771424910303,0.31590053706061727
24,failure_escalation,correct,known,ipw,0.415748729491131,0.07481308787587888,0.2691150772544084,0.5623823817278536,0.4503863335791294
24,failure_escalation,correct,known,gcomp,0.4810395094812883,,,,0.4503863335791294
24,failure_escalation,correct,known,dr,0.4459141342145364,0.057666704613632554,0.3328873931718166,0.5589408752572562,0.4503863335791294
24,soft_escalation,correct,known,ipw,0.42782809421605517,0.05295840843052216,0.3240296136922317,0.5316265747398786,0.4471300554415774
24,soft_escalation,correct,known,gcomp,0.4715353427037082,,,,0.4471300554415774
24,soft_escalation,correct,known,dr,0.451084930661526,0.044062848797965674,0.36472174701751325,0.5374481143055387,0.4471300554415774
25,always_small,correct,known,ipw,0.8984370756623898,0.4047979057582127,0.10503318037629306,1.6918409709484865,0.31590053706061727
25,always_small,correct,known,gcomp,0.3673883610819669,,,,0.31590053706061727
25,always_small,correct,known,dr,0.8085182403891292,0.35189506597802195,0.11880391107220623,1.4982325697060523,0.31590053706061727
25,failure_escalation,correct,known,ipw,0.47298905806933095,0.07824542270972354,0.31962802955827285,0.626350086580389,0.4503863335791294
25,failure_escalation,correct,known,gcomp,0.41495053627123424,,,,0.4503863335791294
25,failure_escalation,correct,known,dr,0.4524949484415365,0.05980316565944689,0.33528074374902056,0.5697091531340523,0.4503863335791294
25,soft_escalation,correct,known,ipw,0.45538722656871644,0.055571786282211995,0.34646652545558093,0.5643079276818519,0.4471300554415774
25,soft_escalation,correct,known,gcomp,0.419089266179452,,,,0.4471300554415774
25,soft_escalation,correct,known,dr,0.44508002615040143,0.045695069313144265,0.35551769029663866,0.5346423620041642,0.4471300554415774
26,always_small,correct,known,ipw,0.11782640406663981,0.04551703746031591,0.028613010644420636,0.20703979748885898,0.31590053706061727
26,always_small,correct,known,gcomp,0.23029998002735436,,,,0.31590053706061727
26,always_small,correct,known,dr,0.12522498058553597,0.055015186735389285,0.017395214584172966,0.23305474658689895,0.31590053706061727
26,failure_escalation,correct,known,ipw,0.3092902024650865,0.06697316787025967,0.17802279343937752,0.4405576114907954,0.4503863335791294
26,failure_escalation,correct,known,gcomp,0.41652017103049954,,,,0.4503863335791294
26,failure_escalation,correct,known,dr,0.33404139153806145,0.055774374486629405,0.2247236175442678,0.44335916553185506,0.4503863335791294
26,soft_escalation,correct,known,ipw,0.3598364437149315,0.047815177396423304,0.2661186960179418,0.4535541914119212,0.4471300554415774
26,soft_escalation,correct,known,gcomp,0.41712433346928757,,,,0.4471300554415774
26,soft_escalation,correct,known,dr,0.3781677182927224,0.04260111702615404,0.2946695289214605,0.4616659076639843,0.4471300554415774
27,always_small,correct,known,ipw,0.19329653036648994,0.08340915552195603,0.029814585543456118,0.35677847518952377,0.31590053706061727
27,always_small,correct,known,gcomp,0.2529998258031092,,,,0.31590053706061727
27,always_small,correct,known,dr,0.20584289412528162,0.08145989834683072,0.0461814933654934,0.36550429488506986,0.31590053706061727
27,failure_escalation,correct,known,ipw,0.5756970463452145,0.08276381478904836,0.4134799693586797,0.7379141233317492,0.4503863335791294
27,failure_escalation,correct,known,gcomp,0.45942861130238727,,,,0.4503863335791294
27,failure_escalation,correct,known,dr,0.5567816086075363,0.05597055803736183,0.44707931485430713,0.6664839023607655,0.4503863335791294
27,soft_escalation,correct,known,ipw,0.526040136159566,0.0582764221083989,0.41181834882710416,0.6402619234920278,0.4471300554415774
27,soft_escalation,correct,known,gcomp,0.4531253647406415,,,,0.4471300554415774
27,soft_escalation,correct,known,dr,0.5093416056055654,0.04330826157673914,0.4244574129151567,0.5942257982959741,0.4471300554415774
28,always_small,correct,known,ipw,0.2869832930292946,0.08138771272116971,0.12746337609580197,0.44650320996278725,0.31590053706061727
28,always_small,correct,known,gcomp,0.37587801662819664,,,,0.31590053706061727
28,always_small,correct,known,dr,0.4088179474831668,0.05600767321035938,0.2990429079908624,0.5185929869754712,0.31590053706061727
28,failure_escalation,correct,known,ipw,0.5027527407942182,0.07953615928406853,0.34686186859744383,0.6586436129909925,0.4503863335791294
28,failure_escalation,correct,known,gcomp,0.49416348359731943,,,,0.4503863335791294
28,failure_escalation,correct,known,dr,0.5160431453258998,0.055520965180776365,0.40722205357157815,0.6248642370802214,0.4503863335791294
