replicate,policy,q_spec,behavior,method,estimate,se,lower,upper,truth
3,always_small,correct,known,dr,0.25554805143616915,0.07527080707084939,0.10801726957730434,0.40307883329503397,0.30739753138881404
3,failure_escalation,correct,known,ipw,0.3006446708624883,0.1400324415988771,0.02618108532868918,0.5751082563962875,0.3104749715506988
3,failure_escalation,correct,known,gcomp,0.3116173894232561,,,,0.3104749715506988
3,failure_escalation,correct,known,dr,0.41022850415929996,0.08442792043376485,0.24474978010912085,0.5757072282094791,0.3104749715506988
3,soft_escalation,correct,known,ipw,0.32253457926318696,0.06686439577419245,0.19148036354576975,0.45358879498060417,0.304774171904326
3,soft_escalation,correct,known,gcomp,0.30387276066204977,,,,0.304774171904326
3,soft_escalation,correct,known,dr,0.3380016118231527,0.043720226564752725,0.2523099677562374,0.423693255890068,0.304774171904326
4,always_small,correct,known,ipw,0.17168025806972798,0.17168025806972798,-0.16481304774693883,0.5081735638863948,0.30739753138881404
4,always_small,correct,known,gcomp,0.2726984402182306,,,,0.30739753138881404
4,always_small,correct,known,dr,0.17190967451894593,0.16171652263513256,-0.14505470984591387,0.48887405888380575,0.30739753138881404
4,failure_escalation,correct,known,ipw,0.2473156739947564,0.12389366347627491,0.004484093581257592,0.49014725440825524,0.3104749715506988
4,failure_escalation,correct,known,gcomp,0.3023569634609254,,,,0.3104749715506988
4,failure_escalation,correct,known,dr,0.26624612032355677,0.10501636014359794,0.06041405444210479,0.47207818620500874,0.3104749715506988
4,soft_escalation,correct,known,ipw,0.2749817751768553,0.05825425916529508,0.16080342721287694,0.38916012314083365,0.304774171904326
4,soft_escalation,correct,known,gcomp,0.29608242375564275,,,,0.304774171904326
4,soft_escalation,correct,known,dr,0.27537431099045884,0.049586976225119525,0.17818383758922457,0.3725647843916931,0.304774171904326
5,always_small,correct,known,ipw,0.10018612312765184,0.10018612312765185,-0.09617867820254579,0.2965509244578495,0.30739753138881404
5,always_small,correct,known,gcomp,0.33114955148358444,,,,0.30739753138881404
5,always_small,correct,known,dr,0.38153876860995417,0.043019126708221465,0.2972212802618401,0.46585625695806826,0.30739753138881404
5,failure_escalation,correct,known,ipw,0.5713404156789694,0.20725991857863366,0.16511097526484747,0.9775698560930914,0.3104749715506988
5,failure_escalation,correct,known,gcomp,0.3186867375929212,,,,0.3104749715506988
5,failure_escalation,correct,known,dr,0.4472033451272367,0.13602331333252282,0.18059765099549197,0.7138090392589814,0.3104749715506988
5,soft_escalation,correct,known,ipw,0.3861598979674276,0.09341446627231181,0.20306754407369645,0.5692522518611588,0.304774171904326
5,soft_escalation,correct,known,gcomp,0.3123571404078014,,,,0.304774171904326
5,soft_escalation,correct,known,dr,0.36287637871177586,0.06326657213251148,0.23887389733205336,0.4868788600914984,0.304774171904326
6,always_small,correct,known,ipw,0.2715750654599616,0.2715750654599617,-0.26071206284156334,0.8038621937614865,0.30739753138881404
6,always_small,correct,known,gcomp,0.33749965701155893,,,,0.30739753138881404
6,always_small,correct,known,dr,0.4535034336440584,0.11304626707031995,0.23193275018623127,0.6750741171018855,0.30739753138881404
6,failure_escalation,correct,known,ipw,0.48406470135084995,0.15469107356502598,0.18087019716339903,0.7872592055383009,0.3104749715506988
6,failure_escalation,correct,known,gcomp,0.28451560165837303,,,,0.3104749715506988
6,failure_escalation,correct,known,dr,0.3289545289086063,0.09511908855891375,0.14252111533313538,0.5153879424840773,0.3104749715506988
6,soft_escalation,correct,known,ipw,0.40607209489533247,0.08565413462893395,0.23818999102262192,0.573954198768043,0.304774171904326
6,soft_escalation,correct,known,gcomp,0.2839233145742162,,,,0.304774171904326
6,soft_escalation,correct,known,dr,0.33938287323487065,0.0582742910645641,0.22516526274832502,0.45360048372141626,0.304774171904326
7,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
7,always_small,correct,known,gcomp,0.3082708194100359,,,,0.30739753138881404
7,always_small,correct,known,dr,0.3197318059147214,0.018142010619164414,0.28417346510115915,0.35529014672828363,0.30739753138881404
7,failure_escalation,correct,known,ipw,0.3591289184557254,0.17822523065976414,0.009807466362587725,0.7084503705488632,0.3104749715506988
7,failure_escalation,correct,known,gcomp,0.24740860514115198,,,,0.3104749715506988
7,failure_escalation,correct,known,dr,0.3867657525445073,0.08722475134193731,0.21580523991431017,0.5577262651747044,0.3104749715506988
7,soft_escalation,correct,known,ipw,0.3601135837801741,0.08370285735115461,0.19605598337191107,0.5241711841884371,0.304774171904326
7,soft_escalation,correct,known,gcomp,0.2517347641930399,,,,0.304774171904326
7,soft_escalation,correct,known,dr,0.3538463241462549,0.04385668463367871,0.2678872222642446,0.43980542602826517,0.304774171904326
8,always_small,correct,known,ipw,0.23617241459142918,0.23617241459142924,-0.22672551800777213,0.6990703471906305,0.30739753138881404
8,always_small,correct,known,gcomp,0.2892928194429153,,,,0.30739753138881404
8,always_small,correct,known,dr,0.48761086978371837,0.1561423821431023,0.18157180078323787,0.7936499387841989,0.30739753138881404
8,failure_escalation,correct,known,ipw,0.5270384432791183,0.21374059142264767,0.10810688409072888,0.9459700024675077,0.3104749715506988
8,failure_escalation,correct,known,gcomp,0.3142930965206159,,,,0.3104749715506988
8,failure_escalation,correct,known,dr,0.34441475970195046,0.12497779002394648,0.09945829125501537,0.5893712281488855,0.3104749715506988
8,soft_escalation,correct,known,ipw,0.4584127946844473,0.09899643171416846,0.26437978852467714,0.6524458008442174,0.304774171904326
8,soft_escalation,correct,known,gcomp,0.3072950880139892,,,,0.304774171904326
8,soft_escalation,correct,known,dr,0.3395134175680706,0.059451230744046395,0.22298900530973964,0.4560378298264015,0.304774171904326
9,always_small,correct,known,ipw,0.20037224625530367,0.14163730650637685,-0.07723687449719494,0.47798136700780225,0.30739753138881404
9,always_small,correct,known,gcomp,0.2993728454218096,,,,0.30739753138881404
9,always_small,correct,known,dr,0.3390579583348649,0.05817016677075941,0.22504443146417646,0.45307148520555335,0.30739753138881404
9,failure_escalation,correct,known,ipw,0.34683073820713245,0.1714765013996028,0.010736795463910986,0.682924680950354,0.3104749715506988
9,failure_escalation,correct,known,gcomp,0.31241959588641616,,,,0.3104749715506988
9,failure_escalation,correct,known,dr,0.18144215656588564,0.13274076140009727,-0.078729735778305,0.4416140489100763,0.3104749715506988
9,soft_escalation,correct,known,ipw,0.33209738228503316,0.07793145257424641,0.1793517352395102,0.4848430293305561,0.304774171904326
9,soft_escalation,correct,known,gcomp,0.3040156630954547,,,,0.304774171904326
9,soft_escalation,correct,known,dr,0.2378837833995677,0.06055690852444904,0.11919224269164759,0.3565753241074878,0.304774171904326
10,always_small,correct,known,ipw,1.9814169338153578,1.9814169338153576,-1.902160256462743,5.864994124093458,0.30739753138881404
10,always_small,correct,known,gcomp,0.3035926274644415,,,,0.30739753138881404
10,always_small,correct,known,dr,1.467534422514582,1.2338260059147086,-0.9507645490782468,3.885833394107411,0.30739753138881404
10,failure_escalation,correct,known,ipw,0.5600883024910589,0.27107340769287647,0.02878442341302101,1.0913921815690968,0.3104749715506988
10,failure_escalation,correct,known,gcomp,0.2647882120134975,,,,0.3104749715506988
10,failure_escalation,correct,known,dr,0.3897959567496815,0.18931362736578622,0.0187412471127405,0.7608506663866225,0.3104749715506988
10,soft_escalation,correct,known,ipw,0.39978208896057876,0.11982793321454982,0.16491933986006113,0.6346448380610964,0.304774171904326
10,soft_escalation,correct,known,gcomp,0.2651527245791128,,,,0.304774171904326
10,soft_escalation,correct,known,dr,0.3087070048520285,0.08532332265534547,0.1414732924475514,0.4759407172565056,0.304774171904326
11,always_small,correct,known,ipw,1.502032316368226,1.502032316368226,-1.441951023713497,4.44601565644995,0.30739753138881404
11,always_small,correct,known,gcomp,0.32489654239453314,,,,0.30739753138881404
11,always_small,correct,known,dr,0.937292754325004,0.5933400136919542,-0.22565367251122614,2.100239181161234,0.30739753138881404
11,failure_escalation,correct,known,ipw,0.3390438433338417,0.15810311880332045,0.029161730479333625,0.6489259561883498,0.3104749715506988
11,failure_escalation,correct,known,gcomp,0.3230015669469342,,,,0.3104749715506988
11,failure_escalation,correct,known,dr,0.2647488619319716,0.11201083889530093,0.04520761769718179,0.48429010616676144,0.3104749715506988
11,soft_escalation,correct,known,ipw,0.30203409816088755,0.07225503581814575,0.16041422795732188,0.44365396836445326,0.304774171904326
11,soft_escalation,correct,known,gcomp,0.3171482967481302,,,,0.304774171904326
11,soft_escalation,correct,known,dr,0.28331087240671193,0.05226536925560227,0.1808707486657315,0.38575099614769237,0.304774171904326
12,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
12,always_small,correct,known,gcomp,0.29861169012118466,,,,0.30739753138881404
12,always_small,correct,known,dr,0.2587110167347916,0.03550341622773466,0.18912432092843165,0.3282977125411515,0.30739753138881404
12,failure_escalation,correct,known,ipw,0.18202407441757953,0.16438958168849702,-0.14017950569187462,0.5042276545270337,0.3104749715506988
12,failure_escalation,correct,known,gcomp,0.30102336550160286,,,,0.3104749715506988
12,failure_escalation,correct,known,dr,0.2759283269524381,0.0866106452554607,0.10617146225173513,0.445685191653141,0.3104749715506988
12,soft_escalation,correct,known,ipw,0.22761784788089226,0.07455648783091824,0.08148713173229252,0.37374856402949197,0.304774171904326
12,soft_escalation,correct,known,gcomp,0.2966158951557841,,,,0.304774171904326
12,soft_escalation,correct,known,dr,0.28797215083382244,0.04229055855915587,0.20508265605787693,0.370861645609768,0.304774171904326
13,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
13,always_small,correct,known,gcomp,0.2706320349166243,,,,0.30739753138881404
13,always_small,correct,known,dr,0.2872769765812465,0.01825919751372682,0.25148894945434197,0.32306500370815106,0.30739753138881404
13,failure_escalation,correct,known,ipw,0.2708076498713877,0.1492335975460739,-0.021690201318917135,0.5633055010616925,0.3104749715506988
13,failure_escalation,correct,known,gcomp,0.30854731417637515,,,,0.3104749715506988
13,failure_escalation,correct,known,dr,0.2828014330778943,0.09069443280382264,0.10504034478240193,0.46056252137338666,0.3104749715506988
13,soft_escalation,correct,known,ipw,0.26678393776706283,0.06838016413864288,0.13275881605532278,0.40080905947880285,0.304774171904326
13,soft_escalation,correct,known,gcomp,0.30029602237336805,,,,0.304774171904326
13,soft_escalation,correct,known,dr,0.2856991402580131,0.04482262994219382,0.1978467855713132,0.37355149494471296,0.304774171904326
14,always_small,correct,known,ipw,0.17168025806972798,0.171680258069728,-0.1648130477469389,0.5081735638863949,0.30739753138881404
14,always_small,correct,known,gcomp,0.3167061437049289,,,,0.30739753138881404
14,always_small,correct,known,dr,0.46602639647431837,0.13090426138599312,0.20945404415777186,0.7225987487908649,0.30739753138881404
14,failure_escalation,correct,known,ipw,0.1962218173074481,0.10674626853072755,-0.013000869012777916,0.4054445036276741,0.3104749715506988
14,failure_escalation,correct,known,gcomp,0.31897326313034013,,,,0.3104749715506988
14,failure_escalation,correct,known,dr,0.2987746254550483,0.09709622923707799,0.10846601615037543,0.48908323475972115,0.3104749715506988
14,soft_escalation,correct,known,ipw,0.29744920168111455,0.05703707366751326,0.18565653729278858,0.4092418660694405,0.304774171904326
14,soft_escalation,correct,known,gcomp,0.31419200181217116,,,,0.304774171904326
14,soft_escalation,correct,known,dr,0.3307152229465726,0.04571272377579437,0.24111828434601562,0.4203121615471295,0.304774171904326
15,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
15,always_small,correct,known,gcomp,0.3379834606510001,,,,0.30739753138881404
15,always_small,correct,known,dr,0.32984477645211835,0.02311112096663652,0.2845469793575108,0.3751425735467259,0.30739753138881404
15,failure_escalation,correct,known,ipw,0.3928841224481555,0.14833346054399887,0.10215053978191774,0.6836177051143932,0.3104749715506988
15,failure_escalation,correct,known,gcomp,0.30946072267233804,,,,0.3104749715506988
15,failure_escalation,correct,known,dr,0.45125662918172005,0.07835729764384136,0.297676325799791,0.6048369325636491,0.3104749715506988
15,soft_escalation,correct,known,ipw,0.3446552981282131,0.06876947443415664,0.2098671282372661,0.4794434680191601,0.304774171904326
15,soft_escalation,correct,known,gcomp,0.3093861412574269,,,,0.304774171904326
15,soft_escalation,correct,known,dr,0.3900567959237534,0.038602618091690445,0.31439566446404016,0.4657179273834667,0.304774171904326
16,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
16,always_small,correct,known,gcomp,0.3005510102055371,,,,0.30739753138881404
16,always_small,correct,known,dr,0.327631452717338,0.026829322463465,0.2750459806889466,0.38021692474572943,0.30739753138881404
16,failure_escalation,correct,known,ipw,0.38460693919150024,0.17724164328043607,0.03721331836184555,0.732000560021155,0.3104749715506988
16,failure_escalation,correct,known,gcomp,0.331430832303338,,,,0.3104749715506988
16,failure_escalation,correct,known,dr,0.38462272680977827,0.0906563420423269,0.20693629640681754,0.562309157212739,0.3104749715506988
16,soft_escalation,correct,known,ipw,0.3793670004177316,0.08102032267536782,0.22056716797401066,0.5381668328614525,0.304774171904326
16,soft_escalation,correct,known,gcomp,0.32390058536793875,,,,0.304774171904326
16,soft_escalation,correct,known,dr,0.36516223985817353,0.04476141091127866,0.27742987447206735,0.4528946052442797,0.304774171904326
17,always_small,correct,known,ipw,0.2715750654599616,0.27157506545996163,-0.26071206284156323,0.8038621937614864,0.30739753138881404
17,always_small,correct,known,gcomp,0.29519605991444703,,,,0.30739753138881404
17,always_small,correct,known,dr,0.4568674980307365,0.12409237922859374,0.21364643474269276,0.7000885613187803,0.30739753138881404
17,failure_escalation,correct,known,ipw,0.14839749347977788,0.10663899604784045,-0.06061493877398941,0.35740992573354513,0.3104749715506988
17,failure_escalation,correct,known,gcomp,0.31243228115353316,,,,0.3104749715506988
17,failure_escalation,correct,known,dr,0.19648922709434347,0.10621262640708133,-0.011687520663535927,0.4046659748522229,0.3104749715506988
17,soft_escalation,correct,known,ipw,0.2505601943162043,0.05303345497554172,0.14661462256414254,0.35450576606826606,0.304774171904326
17,soft_escalation,correct,known,gcomp,0.30667069723481527,,,,0.304774171904326
17,soft_escalation,correct,known,dr,0.27600119251619337,0.049804951177559925,0.1783834882081759,0.37361889682421084,0.304774171904326
18,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
18,always_small,correct,known,gcomp,0.3100457244373874,,,,0.30739753138881404
18,always_small,correct,known,dr,0.17563547170129928,0.12194759056072021,-0.06338180579771233,0.4146527492003109,0.30739753138881404
18,failure_escalation,correct,known,ipw,0.39042080334304613,0.23400930408508186,-0.06823743266371429,0.8490790393498066,0.3104749715506988
18,failure_escalation,correct,known,gcomp,0.32054771892284034,,,,0.3104749715506988
18,failure_escalation,correct,known,dr,0.46281127194623606,0.14427559964605982,0.1800310966399588,0.7455914472525134,0.3104749715506988
18,soft_escalation,correct,known,ipw,0.3469927421792125,0.10738414256534981,0.13651982275112687,0.5574656616072982,0.304774171904326
18,soft_escalation,correct,known,gcomp,0.3143401291386064,,,,0.304774171904326
18,soft_escalation,correct,known,dr,0.36877272097808106,0.06702999618175874,0.23739392846183394,0.5001515134943282,0.304774171904326
19,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
19,always_small,correct,known,gcomp,0.28604385052929854,,,,0.30739753138881404
19,always_small,correct,known,dr,-0.6421031024908473,1.0234704996075161,-2.648105281721579,1.3638990767398842,0.30739753138881404
19,failure_escalation,correct,known,ipw,0.45947837856208806,0.1749145818545761,0.11664579812711895,0.8023109589970572,0.3104749715506988
19,failure_escalation,correct,known,gcomp,0.30989638912505363,,,,0.3104749715506988
19,failure_escalation,correct,known,dr,0.21386866220470543,0.13687521062360244,-0.05440675061755537,0.4821440750269662,0.3104749715506988
19,soft_escalation,correct,known,ipw,0.36665141258732903,0.07888290256457098,0.21204092356076992,0.5212619016138882,0.304774171904326
19,soft_escalation,correct,known,gcomp,0.3032623485010383,,,,0.304774171904326
19,soft_escalation,correct,known,dr,0.24675761923670184,0.06243747671085185,0.12438016488343222,0.36913507358997144,0.304774171904326
20,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
20,always_small,correct,known,gcomp,0.303054549206329,,,,0.30739753138881404
20,always_small,correct,known,dr,0.304927412263855,0.009153475525709132,0.2869866002334651,0.3228682242942449,0.30739753138881404
20,failure_escalation,correct,known,ipw,0.2990487027716319,0.1319797169104716,0.04036845762710756,0.5577289479161562,0.3104749715506988
20,failure_escalation,correct,known,gcomp,0.30069790834040655,,,,0.3104749715506988
20,failure_escalation,correct,known,dr,0.4346608348393146,0.08048967370825318,0.2769010743711384,0.5924205953074908,0.3104749715506988
20,soft_escalation,correct,known,ipw,0.26077354101548766,0.06158076305930858,0.14007524541924285,0.38147183661173245,0.304774171904326
20,soft_escalation,correct,known,gcomp,0.29693707638181893,,,,0.304774171904326
20,soft_escalation,correct,known,dr,0.3336901233558382,0.04054023237341344,0.25423126790394784,0.41314897880772855,0.304774171904326
21,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
21,always_small,correct,known,gcomp,0.3246982439076862,,,,0.30739753138881404
21,always_small,correct,known,dr,0.2928004216959924,0.020058519696755116,0.2534857230903524,0.3321151203016324,0.30739753138881404
21,failure_escalation,correct,known,ipw,0.2549157695706504,0.14704928395061936,-0.03330082697256359,0.5431323661138643,0.3104749715506988
21,failure_escalation,correct,known,gcomp,0.320783789522626,,,,0.3104749715506988
21,failure_escalation,correct,known,dr,0.2764249448364635,0.09581668540159113,0.08862424144934489,0.46422564822358214,0.3104749715506988
21,soft_escalation,correct,known,ipw,0.33382799302606164,0.07157554939443236,0.1935399162129742,0.4741160698391491,0.304774171904326
21,soft_escalation,correct,known,gcomp,0.31532039277154955,,,,0.304774171904326
21,soft_escalation,correct,known,dr,0.3340114515237039,0.04855949041742555,0.2388348503055498,0.42918805274185795,0.304774171904326
22,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
22,always_small,correct,known,gcomp,0.31669068483098534,,,,0.30739753138881404
22,always_small,correct,known,dr,0.43509092105608005,0.12283378305565643,0.19433670626699345,0.6758451358451667,0.30739753138881404
22,failure_escalation,correct,known,ipw,0.220985511729386,0.17196189193526223,-0.11605979646372797,0.5580308199224999,0.3104749715506988
22,failure_escalation,correct,known,gcomp,0.28406348134129883,,,,0.3104749715506988
22,failure_escalation,correct,known,dr,0.17689177447407203,0.1319377548826108,-0.08170622509584516,0.43548977404398925,0.3104749715506988
22,soft_escalation,correct,known,ipw,0.26119211227905026,0.07919127566012418,0.10597721198520688,0.41640701257289364,0.304774171904326
22,soft_escalation,correct,known,gcomp,0.28085556560009645,,,,0.304774171904326
22,soft_escalation,correct,known,dr,0.24028540219805222,0.06113754688949886,0.12045581029463447,0.36011499410146997,0.304774171904326
23,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
23,always_small,correct,known,gcomp,0.29798010774171313,,,,0.30739753138881404
23,always_small,correct,known,dr,0.2637687968823092,0.027770940138480273,0.20933775421088785,0.31819983955373055,0.30739753138881404
23,failure_escalation,correct,known,ipw,0.6490375065612539,0.2433495442789703,0.17207239977447214,1.1260026133480356,0.3104749715506988
23,failure_escalation,correct,known,gcomp,0.31814041763194895,,,,0.3104749715506988
23,failure_escalation,correct,known,dr,0.4225430008176942,0.11916771786396149,0.18897427380432968,0.6561117278310586,0.3104749715506988
23,soft_escalation,correct,known,ipw,0.4512378886996992,0.10824306403098605,0.23908148319896658,0.6633942942004318,0.304774171904326
23,soft_escalation,correct,known,gcomp,0.3110223066742549,,,,0.304774171904326
23,soft_escalation,correct,known,dr,0.36336499351046525,0.05481046615194488,0.2559364798526533,0.4707935071682772,0.304774171904326
24,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
24,always_small,correct,known,gcomp,0.33853186436368976,,,,0.30739753138881404
24,always_small,correct,known,dr,0.3926786395553866,0.05251277857038622,0.28975359355742963,0.4956036855533436,0.30739753138881404
24,failure_escalation,correct,known,ipw,0.02864452132410623,0.08370799703708631,-0.13542315286858295,0.1927121955167954,0.3104749715506988
24,failure_escalation,correct,known,gcomp,0.3196852857158286,,,,0.3104749715506988
24,failure_escalation,correct,known,dr,0.33881672510275085,0.05630931313579453,0.22845047135659358,0.4491829788489081,0.3104749715506988
24,soft_escalation,correct,known,ipw,0.1972582150371145,0.04681798671812764,0.10549496106958432,0.28902146900464465,0.304774171904326
24,soft_escalation,correct,known,gcomp,0.31694557749752295,,,,0.304774171904326
24,soft_escalation,correct,known,dr,0.3413999201573834,0.03196998389148896,0.278738751730065,0.4040610885847018,0.304774171904326
25,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
25,always_small,correct,known,gcomp,0.29986960647036714,,,,0.30739753138881404
25,always_small,correct,known,dr,0.3039480169936587,0.023002975312751934,0.2588621853806649,0.3490338486066525,0.30739753138881404
25,failure_escalation,correct,known,ipw,0.25198962640482986,0.11436548779855812,0.027833270319655934,0.4761459824900038,0.3104749715506988
25,failure_escalation,correct,known,gcomp,0.31987735814536233,,,,0.3104749715506988
25,failure_escalation,correct,known,dr,0.2861895339920963,0.09353991925938303,0.10285129224370557,0.469527775740487,0.3104749715506988
25,soft_escalation,correct,known,ipw,0.29886911734112576,0.05961557725962134,0.18202258591226794,0.41571564876998357,0.304774171904326
25,soft_escalation,correct,known,gcomp,0.3132516772456538,,,,0.304774171904326
25,soft_escalation,correct,known,dr,0.314065752454571,0.04528600875094053,0.2253051753027276,0.40282632960641446,0.304774171904326
26,always_small,correct,known,ipw,1.3853159741680687,1.13410108483842,-0.8375221521152345,3.608154100451372,0.30739753138881404
26,always_small,correct,known,gcomp,0.3378775774932511,,,,0.30739753138881404
26,always_small,correct,known,dr,0.9550843980099034,0.45337564005825554,0.06646814349572261,1.8437006525240842,0.30739753138881404
26,failure_escalation,correct,known,ipw,0.4581203001194065,0.16128861476572626,0.14199461517858308,0.7742459850602299,0.3104749715506988
26,failure_escalation,correct,known,gcomp,0.3348302238232294,,,,0.3104749715506988
26,failure_escalation,correct,known,dr,0.3823911755961038,0.12777126537663394,0.1319594954579013,0.6328228557343063,0.3104749715506988
26,soft_escalation,correct,known,ipw,0.324946733021902,0.07283337295106174,0.18219332203782101,0.46770014400598303,0.304774171904326
26,soft_escalation,correct,known,gcomp,0.3262308025787372,,,,0.304774171904326
26,soft_escalation,correct,known,dr,0.3377749032271622,0.0585375569248841,0.22304129165438935,0.45250851479993504,0.304774171904326
27,always_small,correct,known,ipw,0.10018612312765184,0.10018612312765185,-0.09617867820254579,0.2965509244578495,0.30739753138881404
27,always_small,correct,known,gcomp,0.2923692293695838,,,,0.30739753138881404
27,always_small,correct,known,dr,0.08997107459253965,0.15152159662865847,-0.2070112547996309,0.38695340398471023,0.30739753138881404
27,failure_escalation,correct,known,ipw,0.22077474615733889,0.13486093526426857,-0.043552686960627474,0.48510217927530525,0.3104749715506988
27,failure_escalation,correct,known,gcomp,0.3204453457718888,,,,0.3104749715506988
27,failure_escalation,correct,known,dr,0.11960194686331985,0.15547553449599708,-0.18513010074883443,0.42433399447547415,0.3104749715506988
27,soft_escalation,correct,known,ipw,0.25763171384462524,0.06821176845318928,0.12393664767637425,0.39132678001287624,0.304774171904326
27,soft_escalation,correct,known,gcomp,0.31124562534097217,,,,0.304774171904326
27,soft_escalation,correct,known,dr,0.2537371729113716,0.06969259954903355,0.11713967779526585,0.39033466802747735,0.304774171904326
28,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
28,always_small,correct,known,gcomp,0.27120273313686727,,,,0.30739753138881404
28,always_small,correct,known,dr,0.18501442939602672,0.06813846687535678,0.05146303432032742,0.318565824471726,0.30739753138881404
28,failure_escalation,correct,known,ipw,0.31392382008365666,0.1494990098685538,0.02090576074129119,0.6069418794260222,0.3104749715506988
28,failure_escalation,correct,known,gcomp,0.31733292260206736,,,,0.3104749715506988
28,failure_escalation,correct,known,dr,0.3644927370975659,0.11274576404963434,0.1435110395602826,0.5854744346348493,0.3104749715506988
28,soft_escalation,correct,known,ipw,0.3007157865171638,0.07052843822183942,0.16248004760235854,0.438951525431969,0.304774171904326
28,soft_escalation,correct,known,gcomp,0.30747359578622546,,,,0.304774171904326
28,soft_escalation,correct,known,dr,0.3294889331612168,0.053046636870296385,0.2255175248954359,0.43346034142699774,0.304774171904326
29,always_small,correct,known,ipw,0.0,0.0,0.0,0.0,0.30739753138881404
29,always_small,correct,known,gcomp,0.3089725678116764,,,,0.30739753138881404
29,always_small,correct,known,dr,0.35450780804520826,0.03452108128126763,0.2868464887339237,0.4221691273564928,0.30739753138881404
29,failure_escalation,correct,known,ipw,0.5101594860516742,0.20881955312589234,0.10087316192492518,0.9194458101784231,0.3104749715506988
29,failure_escalation,correct,known,gcomp,0.31778829408772835,,,,0.3104749715506988
